year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2000,A1185,23,41,6081,26,1994,8765
2000,A1189,115,171,12796,189,229,14449
2000,A119,163,235,20324,449,524,24096
2000,A1198,123,587,50891,376,4644,63574
2000,A1199,48,56,2345,67,104,3011
2000,A12,1575,19913,1320655,8517,142839,1705506
2000,A120,261,3220,303032,2388,28435,381735
2000,A1200,532,693,10020,301,409,13212
2000,A1201,299,477,18328,816,398,22252
2000,A1202,374,1128,11158,229,771,16080
2000,A1203,239,4949,44765,774,2891,60735
2000,A1205,396,291,9590,335,1075,12325
2000,A1206,273,577,11911,506,1183,15548
2000,A1207,41,101,2107,229,128,2982
2000,A1208,73,205,4497,196,185,5889
2000,A1209,295,270,4673,96,275,6196
2000,A121,176,759,49037,646,1998,59867
2000,A1210,70,212,2101,70,429,3002
2000,A1211,381,746,8455,299,375,11282
2000,A1214,645,747,52072,736,1531,61035
2000,A123,163,442,42763,1695,875,50473
2000,A1231,142,712,98638,1212,6938,120846
2000,A1232,90,217,19992,124,1149,24649
2000,A1235,133,146,12855,20,935,16327
2000,A1237,221,964,61915,243,5400,76302
2000,A1238,61,22,2224,42,155,2671
2000,A124,524,891,88089,3115,2121,103777
2000,A1240,141,99,7400,229,371,9011
2000,A1242,188,190,8895,261,188,10387
2000,A1243,721,260,19913,337,769,23734
2000,A1245,2,342,23743,117,1779,29988
2000,A1246,0,278,29465,129,10407,44440
2000,A125,77,435,37021,495,1686,43610
2000,A1250,64,95,10597,148,345,12380
2000,A1251,21,95,6722,881,157,8615
2000,A126,284,405,29345,553,2727,37165
2000,A1260,11,235,28498,194,1458,33662
2000,A1261,100,1701,26946,445,1592,36344
2000,A1263,1,30,1155,15,85,1522
2000,A127,488,5819,359652,1504,22956,451972
2000,A128,185,1162,70338,604,4248,86129
2000,A129,395,733,78077,718,3004,92970
2000,A1290,140,100,11512,213,332,13400
2000,A13,1156,17622,562303,5314,59021,739573
2000,A130,172,1581,128163,770,9856,162277
2000,A1300,68,115,16761,385,385,19164
2000,A1301,327,213,21364,150,1012,24910
2000,A1302,181,254,17680,167,352,20112
2000,A1303,778,603,44066,748,1589,52018
2000,A1304,89,229,21714,177,824,25694
2000,A1305,52,99,12252,102,389,14363
2000,A1306,117,766,46065,703,4915,59633
2000,A1307,4369,1390,106638,1369,5343,126122
2000,A1308,91,121,6638,85,207,7947
2000,A1309,1633,342,17680,422,749,21004
2000,A131,193,1065,92028,826,4957,112273
2000,A132,201,813,66097,449,3345,80555
2000,A1321,107,117,16258,157,174,18365
2000,A133,403,1359,108884,805,4858,130798
2000,A134,684,2444,173440,1548,19449,223925
2000,A135,132,129,15747,300,375,18083
2000,A136,47,47,579,25,106,828
2000,A137,535,866,55499,996,2810,67536
2000,A138,93,247,23140,90,858,27170
2000,A1384,80,33,917,6,5,1048
2000,A139,95,66,8196,430,242,9724
2000,A14,242,10063,1478395,7235,362543,2070022
2000,A140,477,3255,246837,2269,24661,315477
2000,A1400,81,284,24274,261,570,28306
2000,A1402,200,154,6164,139,149,7501
2000,A141,119,694,82029,826,11292,108217
2000,A142,135,592,86343,781,10584,112071
2000,A1421,27,74,4077,49,207,4984
2000,A143,385,2719,182156,2007,18111,233083
2000,A1434,307,277,23511,149,835,27514
2000,A144,143,235,19484,228,1884,25283
2000,A145,145,225,13425,127,753,16506
2000,A146,382,2352,110163,1032,6898,136494
2000,A147,366,735,31839,502,683,37358
2000,A148,699,1150,117032,1545,8236,142874
2000,A149,828,2900,199676,2274,8012,235715
2000,A15,1265,3826,294004,2364,34154,374939
2000,A1500,73,216,13228,57,524,15622
2000,A151,545,555,51825,538,5723,67632
2000,A152,106,158,9340,101,1115,12576
2000,A153,186,1171,65454,449,5365,82265
2000,A154,268,183,11750,66,1110,14450
2000,A155,6,40,7183,52,606,9073
2000,A156,27,178,19447,143,1809,24954
2000,A157,11,488,31641,155,2966,40290
2000,A158,95,916,92551,1064,6638,114483
2000,A159,303,336,28655,351,1401,34364
2000,A16,965,2527,218719,1505,25456,284720
2000,A160,6,52,6383,42,4466,12162
2000,A161,519,395,25636,390,2081,32610
2000,A162,66,476,54352,456,10400,73423
2000,A163,590,290,9881,82,762,12887
2000,A164,509,1021,94182,610,4911,109745
2000,A165,1788,2367,149124,2578,8678,182456
2000,A166,144,734,38162,408,3144,47921
2000,A167,872,2604,329949,5433,15582,393046
2000,A168,93,772,119919,771,28089,165269
2000,A169,350,1190,51907,652,2758,61990
2000,A17,88,1675,204397,1779,55452,297922
2000,A170,226,1405,90387,824,5253,109868
2000,A171,283,967,119685,1842,8549,146624
2000,A172,385,618,66513,1307,2430,77145
2000,A173,94,146,19690,343,608,22858
2000,A174,231,1492,164671,1694,8718,194218
2000,A176,81,381,46555,480,1469,54147
2000,A177,113,1279,59987,926,2978,71568
2000,A178,128,243,21233,164,1337,26212
2000,A179,52,121,24987,241,1759,29759
2000,A18,905,2497,178613,2027,14207,219985
2000,A180,203,963,115763,934,27814,165182
2000,A181,54,109,28060,522,1421,33330
2000,A182,103,403,57792,1283,2487,68610
2000,A183,455,377,68483,1585,1989,79866
2000,A184,123,1080,109990,1459,5446,130672
2000,A185,239,206,21980,423,1236,26686
2000,A186,252,391,50774,1481,2003,61377
2000,A187,271,236,18732,296,1368,23851
2000,A188,101,58,16640,381,550,19703
2000,A189,363,1309,134132,1574,6030,158386
2000,A19,2263,7270,975621,7460,125233,1253179
2000,A190,89,89,12382,178,337,14381
2000,A191,474,402,58284,1098,1640,68085
2000,A192,391,583,61842,738,1209,70095
2000,A193,749,676,71611,2052,1845,84878
2000,A194,216,753,77094,819,6231,95893
2000,A195,90,219,22991,317,1210,27844
2000,A196,162,136,18038,399,499,20840
2000,A197,244,204,34747,504,924,39727
2000,A198,196,393,34530,439,1008,40280
2000,A199,243,923,70632,1349,4986,87642
2000,A2,1759,22080,824839,13216,70606,1067289
2000,A20,1736,9427,392643,7079,26372,493643
2000,A200,1096,2393,40523,1460,2586,53360
2000,A2000,8,53,5125,22,356,6221
2000,A2001,2,9,732,1,7,800
2000,A2003,45,68,7501,86,125,8531
2000,A2004,154,169,14334,168,234,16055
2000,A2008,3,7,559,10,19,663
2000,A201,1348,2665,35126,1468,1468,47215
2000,A2010,58,78,4688,196,77,5592
2000,A2011,18,168,23148,94,1161,27090
2000,A2014,16,61,5051,78,213,6106
2000,A2015,79,241,12813,188,382,15119
2000,A2016,97,785,28160,314,3535,37352
2000,A2017,7,7,516,17,23,628
2000,A2018,42,258,15586,142,640,18850
2000,A202,1961,2505,45069,2655,3035,60161
2000,A2021,249,174,17216,271,355,19758
2000,A2022,166,1208,76961,584,2908,88988
2000,A2023,61,59,5383,71,66,6393
2000,A2025,54,37,4143,53,117,5094
2000,A2026,20,65,4004,19,154,4876
2000,A2029,31,43,4154,80,29,4867
2000,A203,407,643,11692,506,486,15183
2000,A2030,846,768,54967,476,1361,64324
2000,A2031,126,73,8343,78,158,9555
2000,A2032,140,301,18400,173,461,21445
2000,A2033,63,85,7134,146,102,8214
2000,A2034,73,111,7225,190,129,8458
2000,A2036,64,137,4679,28,77,5603
2000,A2037,152,200,15698,154,816,19150
2000,A2038,54,84,10422,67,181,12017
2000,A204,186,298,10431,522,226,12781
2000,A2040,35,31,2372,43,40,2727
2000,A2041,26,130,13518,428,297,15760
2000,A2042,72,197,18041,207,415,20715
2000,A2043,557,807,41577,610,1121,49022
2000,A2044,91,80,5371,40,196,6242
2000,A2045,74,200,9671,87,267,11628
2000,A2047,701,360,16572,818,381,20608
2000,A205,1694,4612,163005,3426,9809,205520
2000,A2050,66,142,19090,370,659,22202
2000,A206,696,2424,96766,2537,10650,127551
2000,A207,284,1299,48780,925,1270,57969
2000,A2070,53,466,49456,528,4737,64033
2000,A208,119,501,32497,818,796,38281
2000,A209,46,94,5229,228,214,6498
2000,A21,1037,6089,380747,5890,23177,471709
2000,A210,133,384,22585,580,516,26641
2000,A2100,44,170,25058,323,1065,30125
2000,A2101,80,132,8255,320,146,9845
2000,A2102,23,61,2689,77,16,3240
2000,A211,101,162,15981,465,250,18395
2000,A212,414,1617,75994,2294,2243,92285
2000,A213,174,429,19623,511,960,24209
2000,A214,937,3134,77358,1174,2083,93924
2000,A215,1205,2381,67526,2934,2061,82917
2000,A216,111,335,11340,362,431,14229
2000,A217,1485,4395,207083,2944,7542,246364
2000,A218,224,715,18375,420,780,23352
2000,A219,1566,3480,80571,2529,3290,101444
2000,A2198,60,137,3455,20,179,4441
2000,A2199,138,405,14204,289,278,17012
2000,A22,425,2482,245648,1777,14849,299097
2000,A220,61,282,18420,304,775,22290
2000,A2203,51,58,2294,41,152,3059
2000,A2204,3,7,215,32,44,333
2000,A2205,52,89,818,20,118,1168
2000,A2206,31,163,4749,19,200,6037
2000,A2208,132,195,9821,301,352,12366
2000,A2209,61,142,3603,57,283,4615
2000,A221,78,260,19093,341,576,22378
2000,A2210,137,116,3524,87,515,4343
2000,A2211,75,90,5955,211,246,7219
2000,A2212,108,234,20661,681,427,24140
2000,A2213,37,324,8705,136,75,10474
2000,A2214,229,248,15883,453,443,19157
2000,A2215,137,157,5347,480,120,6885
2000,A2216,215,508,19324,934,385,23734
2000,A2217,442,291,12720,631,379,15986
2000,A2218,82,154,11403,136,236,13706
2000,A2219,197,126,7642,71,114,8503
2000,A222,580,1413,92098,2099,2598,109220
2000,A2220,145,209,37521,247,798,41884
2000,A223,145,626,40411,639,1330,48107
2000,A224,270,975,62916,757,3079,74987
2000,A225,297,749,61595,610,1431,72582
2000,A226,346,871,63738,1924,2803,77825
2000,A2260,26,137,9886,191,1252,13277
2000,A227,316,711,76908,942,1588,89103
2000,A2270,155,147,26892,328,659,31016
2000,A228,216,2321,141321,1641,14132,182409
2000,A2280,27,39,11371,36,192,12604
2000,A229,250,2528,165579,2123,8698,203942
2000,A2290,177,56,7491,37,240,8837
2000,A23,4619,10269,633956,9391,32092,757050
2000,A230,82,175,10200,183,255,12028
2000,A2300,13,58,6441,24,418,7531
2000,A231,179,266,17313,671,360,20561
2000,A232,636,2083,132690,2093,5536,156844
2000,A233,76,526,39433,449,1411,45998
2000,A234,120,452,14102,484,289,17102
2000,A235,312,366,19916,1185,538,24436
2000,A236,264,840,41442,508,2415,51543
2000,A237,200,1001,36610,730,1901,45378
2000,A238,470,759,29390,743,908,35252
2000,A239,91,274,9892,124,692,12637
2000,A24,2584,7027,468282,3658,20066,555363
2000,A240,488,1594,70676,616,1987,82438
2000,A242,21,33,4772,39,107,5470
2000,A243,378,978,62157,770,1967,73028
2000,A244,976,1294,81529,752,2952,95565
2000,A245,415,1093,74963,592,2679,87240
2000,A246,175,503,38373,354,1155,44502
2000,A247,204,324,24512,185,651,28594
2000,A248,42,86,10523,121,414,12283
2000,A249,144,1560,138934,1432,17063,184384
2000,A25,743,3032,230413,2050,9252,271603
2000,A250,295,176,11407,195,146,12953
2000,A251,10,279,18405,157,1005,23712
2000,A252,30,120,10574,87,817,13505
2000,A253,8,41,3032,31,217,3819
2000,A254,293,211,14374,212,313,16795
2000,A255,525,491,24933,459,491,29221
2000,A256,469,1482,92620,1568,5375,113685
2000,A257,81,176,30680,346,936,35182
2000,A258,250,565,50672,765,1451,58956
2000,A259,4726,6708,623252,8141,20733,735936
2000,A26,667,2621,203111,2613,10520,247111
2000,A260,53,299,25713,415,1124,31566
2000,A261,14,87,5394,77,295,6553
2000,A262,52,406,31527,288,1247,38423
2000,A264,392,1882,189788,1155,9451,222819
2000,A265,54,323,24907,319,1248,30714
2000,A267,77,722,59421,454,2029,71113
2000,A268,53,338,27286,388,1017,33114
2000,A269,162,181,20988,264,672,25190
2000,A27,2282,9052,985322,6477,58523,1194936
2000,A270,881,561,59716,807,1284,69844
2000,A271,166,274,31352,268,2071,39456
2000,A272,528,2111,227527,1835,12248,273648
2000,A273,85,298,34262,188,1035,39177
2000,A274,145,369,43370,455,1520,51763
2000,A275,61,253,25843,295,1086,31384
2000,A277,59,53,5973,118,134,7095
2000,A278,1,162,21352,198,1374,26364
2000,A28,967,2313,201809,3180,9224,245932
2000,A280,115,251,22311,214,1480,26970
2000,A281,476,1255,121952,809,5476,144738
2000,A282,7,1064,132394,854,27062,182291
2000,A283,406,1247,122488,1021,5308,147398
2000,A284,167,174,12718,108,640,15573
2000,A285,247,212,22205,289,892,26108
2000,A286,561,807,95827,1152,3669,111223
2000,A287,191,971,81770,539,2671,94102
2000,A288,797,455,27400,601,450,32263
2000,A289,215,1478,78560,775,6834,99815
2000,A29,347,1044,107786,601,5613,129462
2000,A290,190,259,23372,411,396,26866
2000,A291,68,209,12174,267,398,14704
2000,A292,207,242,20197,369,594,23957
2000,A293,22,80,7968,90,282,9193
2000,A295,90,52,6095,89,99,7165
2000,A296,31,167,14249,293,728,17370
2000,A297,121,320,12870,317,379,15450
2000,A298,20,251,14792,66,240,16379
2000,A299,67,1224,141445,1514,10993,180988
2000,A2990,59,193,26081,183,737,30610
2000,A3,4459,25027,1224757,9795,60448,1475743
2000,A30,1315,13322,1219062,8107,94395,1494855
2000,A300,214,414,3455,140,252,4950
2000,A3000,131,57,2305,31,11,2676
2000,A3002,206,154,12210,271,462,14744
2000,A3003,143,481,14270,71,314,17182
2000,A3004,88,148,7721,165,118,8952
2000,A3005,197,184,27264,746,646,31196
2000,A3006,68,80,7220,301,109,8418
2000,A3008,7,7,282,1,4,334
2000,A301,908,1093,13629,976,280,17803
2000,A3010,8,87,11414,107,222,12780
2000,A3011,33,129,7326,31,194,8556
2000,A3013,64,119,11969,77,263,13468
2000,A3015,351,816,31148,608,837,36798
2000,A3016,6,112,5983,89,236,7293
2000,A302,884,1354,26935,1831,818,34734
2000,A3020,206,1209,53241,823,2089,63716
2000,A3021,165,312,9715,187,397,11763
2000,A3022,557,1201,59824,1282,2156,70753
2000,A3023,213,206,25653,418,679,30163
2000,A3024,376,1356,73213,1545,2631,87409
2000,A3025,224,443,20463,401,660,24054
2000,A3026,2,15,2461,68,318,2897
2000,A3027,149,151,6013,159,126,7175
2000,A3028,54,64,4614,72,155,5473
2000,A3029,128,532,25091,321,1272,30468
2000,A303,168,6494,650885,3393,67886,798181
2000,A3030,5,179,8451,69,605,11165
2000,A3031,96,153,2901,27,92,3614
2000,A3032,119,55,4706,40,174,5500
2000,A3033,48,48,4309,90,51,4895
2000,A3035,88,174,9055,163,92,10431
2000,A3036,993,2397,42465,1511,1936,54444
2000,A3038,140,34,2353,72,35,2733
2000,A3039,112,78,3978,258,72,4811
2000,A304,487,575,7997,274,519,10406
2000,A3040,63,172,8668,136,155,10258
2000,A3044,122,328,31068,329,1206,37220
2000,A3046,101,354,18221,100,513,20792
2000,A3047,229,550,32065,436,1161,39333
2000,A3049,771,1601,71365,654,2276,85497
2000,A305,753,639,22619,1271,468,27748
2000,A3050,337,468,27583,267,736,32260
2000,A3051,119,187,11141,66,348,13172
2000,A3052,171,922,67318,909,2487,80367
2000,A3054,450,1938,59351,947,2052,71606
2000,A3055,242,1028,44543,885,913,51838
2000,A3056,116,714,25876,353,1214,32042
2000,A3057,674,959,61173,982,2438,73558
2000,A3058,102,719,29562,468,756,35478
2000,A3059,46,256,10314,160,351,13061
2000,A306,387,973,27028,965,576,32551
2000,A3060,289,608,33453,428,694,38423
2000,A3062,75,106,7334,209,85,8464
2000,A3063,129,116,10268,108,132,11768
2000,A3064,114,388,13007,278,287,15711
2000,A3065,70,113,6046,49,218,7208
2000,A3066,162,401,23668,241,1228,28817
2000,A307,1215,1565,82010,1560,2206,95951
2000,A3071,38,101,5447,106,209,6873
2000,A3072,109,437,34047,400,3070,43937
2000,A3073,11,17,874,8,42,1063
2000,A3074,49,156,10758,177,177,12631
2000,A3075,58,443,29157,362,988,34816
2000,A3076,0,7,1296,12,33,1503
2000,A3078,5,30,10738,120,434,13116
2000,A3079,61,57,8850,203,915,11732
2000,A308,2392,5059,239740,3427,7566,281231
2000,A3082,70,166,9165,113,287,10963
2000,A3083,41,182,16667,154,453,19267
2000,A3088,100,517,27078,127,2392,33876
2000,A309,335,1094,42460,320,1365,50422
2000,A3090,150,823,58655,498,1495,67003
2000,A3093,6,100,8070,88,648,10238
2000,A3094,83,87,13458,68,932,16044
2000,A3095,88,453,56169,263,1761,63858
2000,A3098,100,113,9801,72,271,11803
2000,A31,490,7563,611868,3026,40169,741743
2000,A310,724,689,32060,544,897,37949
2000,A3100,458,560,51747,561,1101,58501
2000,A3102,856,1219,86494,905,5482,103939
2000,A311,295,179,10343,509,171,12429
2000,A3110,145,30,385,21,25,540
2000,A3111,37,33,191,6,6,338
2000,A3112,37,112,280,7,5,517
2000,A3113,1,70,11249,138,777,13995
2000,A312,435,2212,161284,1792,8327,195504
2000,A3121,50,76,3906,21,204,4691
2000,A3122,16,136,12062,187,429,14549
2000,A3123,8,31,2617,67,137,3281
2000,A3124,56,126,14458,274,1040,18859
2000,A3125,139,213,10437,213,298,12423
2000,A3126,39,63,4687,56,141,5533
2000,A313,158,189,15938,244,312,17975
2000,A314,239,130,16299,396,216,18857
2000,A315,2832,4149,96055,3922,2810,119391
2000,A316,830,4089,149617,1052,5541,175905
2000,A317,305,692,47511,380,1621,54796
2000,A318,247,348,16689,133,340,19713
2000,A319,218,413,29875,158,650,34338
2000,A32,1077,2511,96631,1392,4790,118619
2000,A320,541,1240,93696,1070,4163,109778
2000,A3200,301,922,9878,383,440,13647
2000,A3201,60,68,835,11,51,1195
2000,A3202,56,239,3834,214,224,5061
2000,A3203,196,379,5923,276,467,8134
2000,A3204,119,313,6678,149,536,9045
2000,A3205,719,2659,41118,897,1955,54762
2000,A3207,171,39,1976,192,28,2473
2000,A3209,167,226,4266,156,194,5391
2000,A321,339,577,63392,327,1400,71748
2000,A3210,4,10,466,1,18,538
2000,A3211,803,3395,46140,940,3148,58697
2000,A3212,1877,4536,38678,1511,1870,54354
2000,A3213,114,139,4779,201,194,6010
2000,A3214,387,484,5961,332,377,7630
2000,A3216,1010,1129,18555,868,754,24518
2000,A3217,1142,1120,14848,747,408,19206
2000,A3218,555,627,12025,412,302,15462
2000,A3219,231,131,1873,131,55,2467
2000,A322,285,1840,154430,917,7526,181700
2000,A3220,1264,2644,47209,1246,2503,62183
2000,A323,513,992,65827,547,2079,77286
2000,A324,162,444,27536,340,951,32483
2000,A325,524,1683,126735,953,4122,147683
2000,A3259,68,82,8920,70,392,10669
2000,A326,149,1172,83426,480,4862,97378
2000,A327,661,1023,74621,654,3663,86082
2000,A328,92,78,6647,59,64,7454
2000,A329,1925,3777,328548,2614,14676,384529
2000,A3290,1,71,5607,40,145,6278
2000,A329M,2,632,26288,305,904,30647
2000,A33,545,2579,197330,1389,9754,234451
2000,A330,132,261,30728,153,795,35110
2000,A331,80,1458,129647,360,6090,152472
2000,A332,198,886,74509,683,2466,84657
2000,A334,169,498,42080,331,1908,49571
2000,A335,475,871,47606,595,2173,57568
2000,A336,162,142,13185,134,422,15389
2000,A337,561,814,101176,845,3658,117324
2000,A338,393,4048,347533,2629,16705,410177
2000,A339,202,1894,178726,721,11670,212917
2000,A34,2349,12053,1420952,14227,167116,1774366
2000,A340,154,783,67914,567,3077,79457
2000,A3400,263,911,99656,1212,3530,116084
2000,A341,101,227,20022,215,541,23455
2000,A342,197,891,62134,532,4189,75784
2000,A343,202,758,63397,559,3493,75626
2000,A344,9,59,3332,59,112,3941
2000,A345,207,646,56857,919,2965,67090
2000,A346,32,523,47897,468,5016,60521
2000,A347,479,556,39291,428,647,44646
2000,A348,328,800,42196,289,2185,52297
2000,A349,230,470,32097,204,1409,37914
2000,A35,2073,6898,497221,5112,24706,593094
2000,A350,595,2711,231906,1908,22285,289720
2000,A351,432,910,51923,573,2485,62711
2000,A352,207,1201,54299,577,2363,65393
2000,A353,152,393,28240,575,946,33387
2000,A354,747,2733,141336,1940,7324,171780
2000,A355,164,756,79916,613,3891,93312
2000,A356,79,329,21587,113,1638,26799
2000,A357,100,500,30886,373,2328,39596
2000,A358,463,2008,154297,1361,12367,192078
2000,A359,202,1267,35858,306,1213,43722
2000,A36,688,2633,260169,2527,30797,327056
2000,A360,127,752,57146,729,2687,67242
2000,A3604,52,87,7898,170,356,9553
2000,A361,757,5367,439525,4035,42456,556515
2000,A362,214,622,46790,457,3569,57842
2000,A363,318,434,36628,278,1790,43241
2000,A365,89,303,20605,189,1887,24957
2000,A366,75,197,13751,58,328,16280
2000,A367,192,986,55355,1334,2176,66555
2000,A368,118,392,29353,332,1130,35509
2000,A369,136,760,44175,426,1253,50407
2000,A37,455,2946,175754,1558,17914,224978
2000,A370,662,2508,159732,2221,7177,188254
2000,A371,185,709,63489,600,4835,78623
