year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2000,A372,367,607,31240,334,1528,38411
2000,A373,4,171,9232,122,636,12105
2000,A374,460,2527,79461,1981,2899,99260
2000,A375,101,270,23042,210,601,26739
2000,A376,169,653,42986,455,1339,50163
2000,A377,215,1023,72831,631,4174,89442
2000,A378,52,301,17821,131,605,21243
2000,A379,678,2925,181956,2623,6630,216642
2000,A38,6480,25749,1994682,19486,187907,2510403
2000,A380,189,2481,148763,1293,8085,180846
2000,A381,191,1389,84436,916,3366,101756
2000,A382,67,593,37046,426,1498,44953
2000,A383,42,364,23681,228,844,28281
2000,A384,28,155,11806,150,588,14187
2000,A385,118,528,35389,479,1729,42916
2000,A386,733,2447,160267,2838,7077,193197
2000,A387,23,139,14364,214,333,16773
2000,A388,170,1337,72187,849,5211,92110
2000,A389,59,578,45364,428,1622,54689
2000,A39,1556,5169,488316,4925,25132,586436
2000,A390,375,2539,184962,2168,7491,222856
2000,A391,29,406,19666,176,1018,24276
2000,A392,72,295,14745,179,546,17851
2000,A393,46,363,16989,166,640,20804
2000,A394,159,797,51353,720,1884,61089
2000,A395,5,90,11179,155,1154,14601
2000,A396,252,673,51534,754,2174,62485
2000,A397,29,126,4812,160,82,5758
2000,A399,6,127,14269,142,1018,17669
2000,A4,6496,22635,922381,14921,48742,1113983
2000,A40,4305,27679,1437564,15416,125882,1805187
2000,A400,2042,3276,37679,1962,1525,50812
2000,A4000,227,433,18747,431,1055,23784
2000,A4001,7,5,519,13,21,649
2000,A4003,103,66,3303,120,94,4058
2000,A4005,79,360,29036,556,629,33450
2000,A4006,107,476,29741,353,664,33685
2000,A4007,29,97,8381,74,298,10005
2000,A4008,62,623,35051,237,964,41026
2000,A401,1262,1437,9512,571,430,13907
2000,A4010,134,737,63418,538,3558,75575
2000,A4012,54,190,18391,164,1301,22944
2000,A4013,221,77,11241,66,734,13196
2000,A4015,54,27,1678,40,27,1928
2000,A4017,147,353,15884,253,532,19112
2000,A4018,618,658,44349,915,702,50026
2000,A4019,264,287,27722,255,1011,32462
2000,A402,1991,3008,42968,1451,1858,55595
2000,A4020,3693,2136,134795,4039,3902,161411
2000,A4023,3,76,25234,45,698,28285
2000,A4025,36,123,9174,86,705,11491
2000,A4026,9,7,1843,13,55,2116
2000,A4029,6,3,329,9,4,379
2000,A403,131,404,16885,121,5381,27225
2000,A4030,36,44,5749,160,110,6721
2000,A4031,94,241,32515,1171,906,39169
2000,A4032,1,176,8668,112,302,10094
2000,A4033,12,49,2274,64,215,3049
2000,A4034,88,171,20114,482,1575,26040
2000,A4036,100,318,33384,297,1566,40530
2000,A4037,112,166,17318,384,1177,22100
2000,A4038,90,68,8597,245,350,10623
2000,A4039,104,139,17089,270,530,20512
2000,A404,1303,5039,369943,3522,14908,431200
2000,A4040,706,953,127080,3700,3110,151049
2000,A4041,53,268,31049,348,864,36278
2000,A4042,108,1305,117215,1104,6460,139638
2000,A4043,31,177,20106,477,728,24386
2000,A4044,155,355,16354,347,619,19975
2000,A4046,14,149,22130,449,1339,26356
2000,A4047,28,116,11042,239,280,12930
2000,A4048,130,341,36038,652,1092,42928
2000,A4049,33,77,16650,396,775,20196
2000,A405,49,453,37555,304,2565,45547
2000,A4050,92,326,42999,596,2137,50785
2000,A4051,131,280,47657,909,1699,56115
2000,A4053,57,445,63997,674,1024,73439
2000,A4054,357,331,50289,1329,1749,59392
2000,A4055,88,241,40857,536,1006,46398
2000,A4058,115,257,44822,996,1893,53131
2000,A4059,136,359,59101,920,3478,71061
2000,A406,302,7778,547050,2928,43749,690946
2000,A4060,5,59,14518,72,1428,18098
2000,A4061,89,288,53460,1305,2384,64473
2000,A4063,52,233,44575,634,1855,51918
2000,A4064,9,92,8784,273,499,10399
2000,A4065,18,33,3942,77,214,4738
2000,A4066,3,7,5956,86,218,7206
2000,A4067,258,1179,119956,1161,5187,140903
2000,A4068,29,146,8439,114,348,10440
2000,A4069,25,115,5778,90,284,7728
2000,A407,169,241,17296,622,527,21304
2000,A4071,136,146,16195,180,753,18897
2000,A4072,7,60,7211,55,865,9373
2000,A4074,144,1387,89756,826,4530,108177
2000,A4075,12,101,9513,91,704,11956
2000,A4076,86,268,30314,562,1385,36818
2000,A4077,10,24,3094,42,109,3821
2000,A4078,11,7,1066,19,62,1332
2000,A4079,1,1,848,3,63,1063
2000,A408,93,534,45802,731,1214,53509
2000,A4080,157,212,13819,239,445,16647
2000,A4081,15,60,3991,38,86,4921
2000,A4082,81,111,13035,137,235,14931
2000,A4085,117,116,8345,122,119,9776
2000,A4086,92,295,15447,595,376,19152
2000,A4087,56,381,14696,134,458,16943
2000,A4088,91,346,40258,1061,1030,47898
2000,A4089,55,72,7689,400,189,8935
2000,A409,149,379,24589,577,849,28902
2000,A4090,145,300,27205,395,648,31438
2000,A4091,83,237,17636,190,1229,21303
2000,A4092,20,9,2768,263,25,3327
2000,A4093,22,97,11843,170,458,14044
2000,A4094,229,250,26375,217,630,30256
2000,A4095,497,917,59368,476,2192,71210
2000,A4097,12,204,15690,150,1665,19978
2000,A4098,37,19,2842,34,203,3696
2000,A4099,22,99,5288,66,192,6298
2000,A41,2648,12710,928391,13021,64831,1134235
2000,A410,50,280,35962,584,959,41757
2000,A4100,134,193,15652,579,985,19997
2000,A4101,213,264,25501,265,849,29955
2000,A4102,12,34,6848,143,167,8115
2000,A4103,160,902,57632,390,5712,73437
2000,A4104,117,227,16242,73,1124,20269
2000,A4106,13,81,13634,120,272,15121
2000,A4107,28,110,11759,181,1193,14502
2000,A4109,37,229,22230,426,1847,27186
2000,A411,234,895,81395,1185,1817,94106
2000,A4110,97,151,19064,222,1425,24177
2000,A4111,5,23,4229,38,844,6252
2000,A4112,7,44,12375,99,1203,16130
2000,A4113,30,78,8613,69,1071,11363
2000,A4114,70,264,36179,326,919,41675
2000,A4115,1,71,1778,10,78,2146
2000,A4117,41,205,16599,307,1775,22180
2000,A4118,139,216,26633,515,694,30724
2000,A4119,272,831,107204,1041,3952,123610
2000,A412,503,1319,120491,1235,4742,142152
2000,A4120,25,86,7307,76,199,9034
2000,A4123,182,790,89120,1187,4319,109048
2000,A4124,222,353,35194,1235,1593,43277
2000,A4125,68,255,20066,146,288,22835
2000,A4126,42,48,3509,32,180,4487
2000,A4127,210,469,46618,569,1781,54655
2000,A4128,178,171,26895,294,517,30498
2000,A4129,50,153,16481,133,532,18839
2000,A413,330,2758,197534,1389,7066,228045
2000,A4130,209,1054,98732,664,6607,119058
2000,A4133,27,117,16897,83,1249,20236
2000,A4135,60,210,20943,264,820,24864
2000,A4136,99,482,34114,473,4089,44359
2000,A4137,10,36,4109,29,1046,6072
2000,A4138,67,167,20939,91,1470,25747
2000,A4139,194,476,31133,417,619,36450
2000,A414,356,5162,390990,2360,25459,479112
2000,A4140,89,303,39397,436,1352,45010
2000,A4141,57,170,17684,161,244,19804
2000,A4142,108,422,43312,294,2605,52327
2000,A4143,16,28,6729,48,123,7494
2000,A4144,790,448,23081,1016,637,27771
2000,A4145,54,81,9448,86,354,11201
2000,A4146,223,1232,112990,827,5431,133597
2000,A4147,178,416,42511,326,1411,49316
2000,A4148,79,157,30566,306,2086,37681
2000,A415,793,1271,71480,648,3825,86862
2000,A4150,46,170,21448,165,789,25652
2000,A4151,28,201,11551,282,645,14507
2000,A4154,28,42,3664,46,128,4258
2000,A4155,528,983,82986,785,2415,96858
2000,A4156,8,29,974,13,32,1150
2000,A4157,51,161,16791,131,846,19648
2000,A4158,548,187,6760,262,206,8161
2000,A4159,29,28,2011,13,158,2695
2000,A416,73,392,38280,410,1203,44822
2000,A4160,262,145,22222,302,709,26543
2000,A4161,376,469,64874,1465,1506,74965
2000,A4162,25,66,2945,74,83,3484
2000,A4165,813,339,17845,903,416,21350
2000,A4168,25,59,5898,221,245,7278
2000,A4169,56,413,28301,212,1781,34416
2000,A417,518,2113,264781,1462,26406,328217
2000,A4171,31,69,3672,87,33,4174
2000,A4172,7,9,2466,11,384,3433
2000,A4173,84,232,14352,144,306,16737
2000,A4174,225,1762,94924,851,5121,114430
2000,A4175,262,537,27058,462,961,32516
2000,A4176,77,106,8805,54,138,9958
2000,A4177,43,176,21674,44,913,25260
2000,A4178,49,87,7089,42,169,8267
2000,A418,278,1369,118600,1053,7680,144737
2000,A4180,298,751,38375,404,1121,44709
2000,A4182,13,46,5531,51,837,8017
2000,A4183,140,79,8323,177,162,9516
2000,A4184,51,136,12479,138,442,14679
2000,A4185,95,78,7001,45,261,7939
2000,A4189,93,423,44882,247,1437,52569
2000,A419,223,1934,241527,1696,24919,300567
2000,A4196,74,101,8211,238,383,10328
2000,A42,0,749,194203,654,40603,262996
2000,A420,3028,3458,228009,3972,23565,291876
2000,A4200,488,965,11236,614,368,15066
2000,A4201,657,1154,14107,831,386,18662
2000,A4202,249,1639,28887,866,718,36145
2000,A4204,110,237,3418,317,125,4730
2000,A4205,70,75,1624,150,65,2102
2000,A4206,432,504,7605,437,358,10301
2000,A4207,383,204,3668,463,65,4993
2000,A4208,66,130,884,12,32,1207
2000,A4209,185,179,3330,161,102,4113
2000,A421,286,3220,288873,2101,30175,360643
2000,A4212,0,43,7921,108,795,9929
2000,A4214,20,20,3631,77,36,3962
2000,A4215,2,13,1084,4,93,1441
2000,A4216,37,124,20429,293,401,22846
2000,A4217,26,136,24689,318,707,28625
2000,A4218,1,9,1294,32,21,1491
2000,A4219,0,3,240,3,6,287
2000,A422,412,2248,217616,1392,12716,260356
2000,A4221,7,26,2935,86,235,4021
2000,A4222,89,149,18202,327,417,20729
2000,A4223,2,6,1949,52,57,2298
2000,A4225,7,18,2817,90,75,3338
2000,A4226,33,146,18326,178,763,21714
2000,A4229,9,94,12027,38,1147,14742
2000,A423,200,675,67023,390,5465,82250
2000,A4230,42,175,10444,257,364,12471
2000,A4231,12,47,7321,73,633,8957
2000,A4232,5,522,143575,846,9272,171099
2000,A4233,21,108,30893,826,792,36406
2000,A4234,17,98,16211,65,359,18165
2000,A424,8,260,20186,243,1302,24490
2000,A4240,79,115,12613,197,1235,14581
2000,A4241,10,22,2301,56,69,2768
2000,A4242,2,30,2249,59,58,2651
2000,A4243,2,21,894,42,30,1108
2000,A425,630,582,59007,591,3253,70591
2000,A4251,286,464,44872,525,1320,52248
2000,A4252,7,28,4158,30,482,5633
2000,A4254,50,101,13235,50,535,15278
2000,A4256,12,29,2540,31,65,2903
2000,A4259,201,396,28834,652,971,34016
2000,A426,646,1326,107702,1253,9109,133494
2000,A4260,352,773,73714,623,3537,87734
2000,A427,205,367,35720,425,3428,45034
2000,A428,1655,2665,275491,2754,20875,337190
2000,A4289,43,72,6662,96,114,7567
2000,A429,594,1484,206680,1998,14030,247191
2000,A43,184,2938,306479,1316,49477,403950
2000,A430,386,264,22129,374,921,27106
2000,A4300,124,138,14404,137,436,16912
2000,A4301,18,48,8220,50,435,9841
2000,A4302,18,25,4601,74,105,5177
2000,A4303,27,63,7189,59,586,8882
2000,A4304,154,289,29981,243,3474,39103
2000,A431,311,547,34386,418,566,39761
2000,A4311,220,421,14046,364,920,17644
2000,A4312,80,146,9977,156,782,12005
2000,A432,499,792,52132,1111,3113,64195
2000,A4320,66,298,18246,243,1447,23897
2000,A433,131,326,34754,273,2043,41988
2000,A435,576,1720,192022,2468,9817,229604
2000,A436,28,607,41420,329,2608,50394
2000,A4361,102,365,31056,347,852,35803
2000,A437,221,475,48118,716,1294,55402
2000,A438,606,1059,92393,1212,7447,115539
2000,A439,3,75,15330,212,857,17769
2000,A4390,72,57,5914,62,203,6838
2000,A44,1167,3129,290877,3449,23198,361770
2000,A4400,70,371,39003,2341,867,47589
2000,A441,425,968,122708,2302,3879,145150
2000,A442,329,2426,191989,1240,13897,234792
2000,A4421,0,158,22514,148,2198,27971
2000,A443,189,306,33740,263,2729,41462
2000,A444,419,1859,164223,1461,11372,201701
2000,A4440,112,591,56655,351,3480,67299
2000,A4444,3,16,2818,16,402,3883
2000,A445,461,329,37822,299,910,42702
2000,A446,39,710,68386,282,9141,87068
2000,A447,448,569,36804,439,2832,45943
2000,A448,107,551,91826,635,4942,109073
2000,A449,1261,4308,442412,4468,44502,552780
2000,A45,753,6200,666003,4037,59166,825404
2000,A450,12,194,19452,78,1108,23504
2000,A4500,231,186,37352,503,985,43027
2000,A4501,34,32,3135,19,73,3546
2000,A451,321,555,57143,497,2491,67703
2000,A452,647,1895,225902,2431,9037,265753
2000,A453,356,1491,158835,1874,13442,196462
2000,A4535,46,45,3510,41,46,3988
2000,A4536,20,25,1897,10,95,2236
2000,A4538,81,575,46890,217,3594,57904
2000,A454,359,867,107379,1485,8118,133944
2000,A4540,158,641,81698,836,3579,101033
2000,A455,30,201,14687,133,3373,20546
2000,A456,521,1963,191275,2562,9550,229211
2000,A457,241,503,62441,988,3155,76592
2000,A458,579,2217,184175,2811,10438,226330
2000,A459,302,540,59963,1361,2667,73409
2000,A46,1841,8387,1015922,6816,102638,1268643
2000,A460,369,888,85192,1786,7497,108426
2000,A4600,179,262,35121,626,735,40454
2000,A4601,36,128,10569,182,752,13180
2000,A461,436,977,97763,2143,7592,124412
2000,A462,207,256,31972,332,2633,40656
2000,A463,66,288,36537,216,2321,45461
2000,A464,30,217,21080,172,1689,25836
2000,A465,239,1949,252653,2465,30884,324891
2000,A466,99,865,39821,451,1781,47636
2000,A467,147,759,96621,911,7208,117068
2000,A468,64,490,62941,630,4736,76901
2000,A469,496,781,105542,1735,3038,122252
2000,A47,1290,8264,779401,8305,92149,1010932
2000,A470,640,4423,477446,5647,30904,583393
2000,A472,80,986,74309,799,4435,91313
2000,A473,334,850,92861,1417,4443,109437
2000,A474,199,534,55251,973,3842,65159
2000,A475,22,132,10365,125,444,13382
2000,A476,19,342,25330,282,864,30592
2000,A477,96,669,60794,644,5140,76901
2000,A478,102,454,35758,490,2757,44774
2000,A479,31,145,8903,71,592,11137
2000,A48,1037,5191,616922,5977,36084,734264
2000,A480,24,81,5868,104,393,7597
2000,A481,9,38,1850,7,235,2890
2000,A482,75,389,24239,432,1916,30953
2000,A483,629,3239,390959,3782,40434,493599
2000,A484,246,1242,105284,1392,4630,125523
2000,A485,142,294,35535,498,2056,46204
2000,A486,16,61,12995,222,778,16040
2000,A487,519,2322,262166,4024,14598,321733
2000,A488,169,235,26801,314,1431,34103
2000,A489,78,339,36095,314,3255,47127
2000,A49,1631,5344,449771,5310,49251,573115
2000,A490,51,114,14259,200,904,19131
2000,A491,229,528,81972,953,5266,99575
2000,A493,181,97,23015,350,834,27642
2000,A494,227,1836,128801,1029,10289,159653
2000,A495,100,386,27036,189,2762,35897
2000,A496,144,222,31784,501,1419,38370
2000,A497,146,124,26597,316,988,31984
2000,A498,23,148,6259,151,142,7587
2000,A499,103,275,32039,352,1632,39613
2000,A5,2141,13642,1014808,9974,124346,1310272
2000,A50,1188,4809,673825,5227,95067,866809
2000,A500,158,1607,203185,1300,25139,261388
2000,A5000,9,7,1039,6,13,1138
2000,A5001,67,70,6074,46,270,7346
2000,A5004,34,60,10611,98,1324,12231
2000,A5005,20,73,5223,55,159,6081
2000,A5006,56,117,12090,322,276,14235
2000,A5007,137,173,11826,486,592,14718
2000,A5008,11,79,6868,315,189,8167
2000,A5009,73,88,12781,275,269,15096
2000,A501,1399,4661,67926,1702,3913,89643
2000,A5010,7,13,2223,35,47,2514
2000,A5011,6,21,4877,13,261,5693
2000,A5012,33,99,7665,44,1536,10703
2000,A5013,74,148,14579,233,858,17514
2000,A5014,118,152,10960,162,251,12803
2000,A5018,8,22,5321,39,216,6102
2000,A5019,5,10,3589,34,269,4085
2000,A502,265,741,29492,716,838,34504
2000,A5020,49,42,4458,19,569,5721
2000,A5022,11,39,2759,24,80,3115
2000,A5025,134,682,62589,900,2295,73648
2000,A5026,19,76,13272,108,413,15683
2000,A5027,157,276,19473,473,516,22804
2000,A5028,120,131,16524,142,648,19624
2000,A5029,43,54,2788,37,53,3358
2000,A503,1478,3289,74462,2537,3378,96533
2000,A5030,31,40,4334,61,172,5448
2000,A5032,176,134,16397,373,345,18440
2000,A5033,9,24,8645,42,409,9967
2000,A5034,11,38,4697,42,419,5240
2000,A5035,56,79,9256,127,432,11104
2000,A5036,167,616,53546,601,6152,68714
2000,A5037,2,4,237,4,19,330
2000,A5038,197,378,34872,1208,1282,41539
2000,A5039,61,38,3649,703,75,4818
2000,A504,321,612,50345,1237,1016,58618
2000,A5040,2,6,375,49,8,476
2000,A5041,1,3,224,2,6,257
2000,A5045,3,1,124,32,3,169
2000,A5046,10,30,1930,45,37,2236
2000,A5047,100,245,24178,618,717,28467
2000,A5048,25,8,3055,127,56,3564
2000,A5049,103,119,18571,618,481,21841
2000,A505,595,3007,269457,2637,22155,334590
2000,A5050,5,9,1860,65,61,2206
2000,A5051,0,1,93,1,3,111
2000,A5052,5,18,1549,14,55,1822
2000,A5053,5,56,4497,18,220,5342
2000,A5054,8,16,1327,17,207,1855
2000,A5055,5,9,601,7,75,816
2000,A5056,14,16,778,2,148,1124
2000,A5057,34,32,3337,76,112,3998
2000,A5058,202,391,62705,974,3610,75634
2000,A506,180,328,45257,1144,1731,53228
2000,A5060,35,36,5367,93,183,6373
2000,A5061,162,194,16443,534,634,19537
2000,A5062,3,4,313,16,7,376
2000,A5063,105,206,16811,100,683,20211
2000,A5064,61,95,3790,52,43,4364
2000,A5065,73,294,24374,428,891,28494
2000,A5066,82,91,9514,138,451,11681
2000,A5067,99,36,4782,170,110,5669
2000,A5068,4,25,2473,35,202,3061
2000,A507,192,1235,102265,759,9693,131139
2000,A5071,27,23,2744,9,57,3099
2000,A5072,105,74,6276,80,158,7205
2000,A5073,84,76,6449,180,130,7543
2000,A5074,108,175,8583,63,332,10253
2000,A5076,112,212,21179,124,1309,25411
2000,A5078,104,224,25229,133,1772,30300
2000,A5079,22,20,3917,65,59,4453
2000,A508,348,919,93556,939,6637,116087
2000,A5080,268,441,48560,710,1795,56409
2000,A5081,132,157,14504,256,2461,20238
2000,A5082,92,130,13383,140,597,16440
2000,A5083,117,81,4874,83,240,5932
2000,A5084,53,69,2676,60,27,3168
2000,A5085,178,201,26499,460,1179,31623
2000,A5086,117,337,24343,179,1227,29037
2000,A5087,236,163,11502,324,673,14347
2000,A5088,59,73,5133,72,124,5966
2000,A5089,57,39,5808,160,188,7063
2000,A509,140,1487,166084,894,11995,200000
2000,A5090,66,81,10558,145,380,12549
2000,A5091,12,31,1471,21,21,1654
2000,A5092,17,120,7627,57,629,9605
2000,A5093,45,100,4999,61,229,6067
2000,A5094,11,57,7700,269,265,9006
2000,A5095,257,196,19810,120,436,22897
2000,A5098,65,56,5228,128,192,6273
2000,A5099,50,61,5307,199,161,6366
2000,A51,601,2375,230549,2818,17436,281543
2000,A510,99,274,15267,79,1676,20098
2000,A5100,32,59,11550,393,110,12853
2000,A5101,96,19,2448,34,36,2764
2000,A5102,340,268,40735,289,747,45533
2000,A5103,336,741,107111,2022,3586,123066
2000,A5104,288,594,39296,828,2015,48022
2000,A5105,78,115,13200,124,570,15437
2000,A5106,23,98,9514,70,704,11544
2000,A5108,2,0,446,20,14,571
2000,A5109,36,312,29731,327,524,34450
2000,A511,348,949,102121,892,11163,128842
2000,A5111,369,957,57543,342,2973,68104
2000,A5112,329,325,25676,318,968,30018
2000,A5114,3,19,1824,8,97,2267
2000,A5115,28,11,3618,107,72,4108
2000,A5116,87,107,11867,435,165,13234
2000,A5117,278,564,46630,381,3301,55491
2000,A5118,6,72,5061,12,613,6407
2000,A5119,62,289,28996,388,1501,34341
2000,A512,363,500,41518,417,2460,50010
2000,A5120,256,407,39563,454,2000,47672
2000,A5121,173,204,22252,268,2097,27965
2000,A5123,513,443,43816,400,1105,50676
2000,A5124,7,22,1868,4,128,2259
2000,A5127,332,685,87303,2417,2443,103451
2000,A5128,69,59,9599,86,202,10813
2000,A513,498,659,56180,717,2687,67172
2000,A5130,86,152,16722,107,994,19744
2000,A5132,164,368,14046,110,1062,17286
2000,A5134,237,211,21143,393,917,25703
2000,A5135,32,124,9681,143,220,11257
2000,A5137,53,52,7598,57,107,8385
2000,A5139,44,136,9252,91,785,11725
2000,A514,669,895,53068,830,2044,63286
2000,A5140,35,121,12131,113,238,13890
2000,A5141,122,79,6359,72,215,7495
2000,A5143,72,67,16743,86,335,18483
2000,A5144,65,40,5553,27,69,6154
2000,A5145,576,324,49078,1859,898,56949
2000,A5147,104,245,21476,297,792,25289
2000,A5148,2,50,6144,32,1413,8660
2000,A5149,196,135,25698,133,602,28340
2000,A515,188,947,66518,520,10379,87467
2000,A5150,16,56,4443,10,56,5010
2000,A5151,39,114,14241,149,402,16689
2000,A5152,84,166,19303,390,469,22437
2000,A5156,3,48,7104,32,1194,9382
2000,A516,122,251,33459,537,2857,40227
2000,A517,33,208,13667,191,1362,17278
2000,A518,526,1219,112384,1492,7135,134756
2000,A5181,161,92,5385,87,522,7229
2000,A5182,5,25,3187,17,297,4016
2000,A5183,261,848,67963,819,1954,79536
2000,A5184,126,34,3333,71,53,3772
2000,A5185,65,40,5114,74,174,5936
2000,A5186,32,20,3559,112,91,4274
2000,A5189,34,120,13735,147,516,15700
2000,A519,110,342,35709,537,2223,44218
2000,A5190,130,287,37521,510,1619,44073
2000,A5191,257,174,8897,350,217,10742
2000,A5192,39,91,13981,170,795,16607
2000,A5193,54,64,9958,130,270,11496
2000,A5194,458,260,18370,440,525,21960
2000,A5199,251,600,62735,612,2527,74299
2000,A52,1854,6095,643796,6877,55009,800012
2000,A520,137,602,55271,707,4341,67985
2000,A5200,550,1179,18271,441,1093,24140
2000,A5201,649,1239,11028,265,518,15442
2000,A5202,273,404,7941,165,580,10189
2000,A5203,278,353,10019,379,433,12780
2000,A5204,610,837,6524,19,402,8507
2000,A5205,292,583,11300,189,424,14493
2000,A5206,2,34,2356,22,109,2804
2000,A5207,30,122,16135,270,1409,20025
2000,A5208,36,56,5247,235,454,6713
2000,A5209,116,226,34313,295,2215,41234
2000,A521,99,168,16339,340,837,19749
2000,A522,138,249,25993,424,2311,32787
2000,A5223,45,176,26356,189,994,30125
2000,A5227,1,33,817,12,10,1004
2000,A5228,104,157,14512,350,698,17532
2000,A523,473,1247,111136,1108,9582,136743
2000,A5230,92,81,17286,219,889,20353
2000,A525,470,1599,138138,1373,9470,169229
2000,A5250,71,64,9609,133,184,10739
2000,A526,5,11,2356,7,60,2698
2000,A5267,245,110,19730,290,328,22716
2000,A5268,141,173,17121,536,383,19795
2000,A527,226,378,48902,1061,1297,57047
2000,A5270,7,17,1834,29,187,2387
2000,A5271,124,74,8052,90,175,9258
2000,A528,181,342,27418,227,1066,32871
2000,A5284,12,80,5978,62,119,6902
2000,A529,141,325,16927,142,1552,20332
2000,A53,435,1414,153399,1658,12031,189585
2000,A530,360,922,70986,622,3669,84427
2000,A5300,0,181,33367,185,4819,43538
2000,A531,52,106,8060,104,616,9709
2000,A532,492,208,11190,138,306,12757
2000,A533,753,1510,146273,1585,10222,176415
2000,A534,740,1379,96632,1098,9178,120500
2000,A535,87,167,25795,162,1282,29657
2000,A536,116,227,26907,302,1972,32478
2000,A537,326,740,64300,662,5063,78362
2000,A538,246,293,86108,521,1842,95995
2000,A539,66,429,22528,441,1151,27727
2000,A54,491,1924,109330,1127,10286,136365
2000,A540,747,1136,86923,1004,2149,98538
2000,A541,162,700,69847,673,4700,83983
2000,A542,0,15,2559,42,84,3244
2000,A543,58,192,7979,91,344,9979
2000,A544,6,25,1544,25,151,2235
2000,A545,40,63,8087,63,95,9006
2000,A546,96,86,13722,235,264,15717
2000,A5460,125,275,34255,514,1499,40930
2000,A547,258,746,62467,1160,1789,73858
2000,A548,788,1338,148554,1834,7444,177750
2000,A5480,42,31,6176,30,163,6955
2000,A549,31,39,10303,147,215,11830
2000,A55,51,4019,664268,4774,63511,823649
2000,A550,425,1006,59727,593,4359,73265
2000,A551,453,580,49238,1080,961,56525
2000,A552,162,374,27400,1206,436,32034
2000,A553,318,414,37383,1119,822,43788
2000,A554,296,463,29371,655,784,34636
2000,A555,3,166,14677,43,480,16257
2000,A556,146,1096,138510,848,14506,169175
2000,A557,258,602,78437,842,10138,100531
2000,A558,21,210,17394,126,1411,21246
2000,A559,276,532,40464,581,1789,48013
2000,A56,2408,4045,450644,5277,26277,534590
2000,A560,864,908,92733,1849,3141,108977
2000,A561,161,534,62028,1618,5398,77117
2000,A562,319,911,99770,1802,6291,120145
2000,A563,514,982,111929,583,6697,135774
2000,A5630,31,66,6967,70,420,8381
2000,A565,837,1639,190875,2723,6903,221525
2000,A566,65,40,6738,257,177,8104
2000,A567,137,128,12900,1278,553,16655
2000,A568,94,114,12584,103,195,14113
2000,A569,40,99,16276,191,566,18821
2000,A57,2353,5386,536929,9503,37422,660688
2000,A570,523,1388,124571,1566,7864,150009
2000,A571,105,169,29898,580,758,34319
2000,A572,463,627,70093,1878,2721,84165
2000,A573,212,265,23091,567,810,27740
2000,A574,199,697,76009,510,3025,87354
2000,A575,199,204,25297,531,1177,30960
2000,A576,411,490,59916,1184,3308,72793
2000,A577,688,941,91379,2493,3531,109894
2000,A578,186,161,15427,345,425,18303
2000,A579,293,478,60743,1259,2872,73816
2000,A58,1649,3625,459068,7872,17702,547824
2000,A580,487,2641,287292,2944,24928,362084
2000,A581,190,294,21276,391,696,24925
2000,A582,113,513,41804,268,1718,48553
2000,A583,425,1495,90892,1141,3255,106097
2000,A584,635,908,91545,1378,2251,103601
2000,A585,143,763,84256,531,5489,101410
2000,A586,241,887,47265,969,2248,57463
2000,A587,668,534,54122,543,1033,61570
2000,A588,224,402,29086,225,901,34572
2000,A589,503,546,37610,718,1818,44563
2000,A59,2721,4624,444255,5507,35255,537128
2000,A590,326,1714,177132,1507,13925,219534
2000,A591,547,1714,114535,1506,3754,134579
2000,A592,255,472,36224,277,832,41201
2000,A593,173,227,10123,166,258,12335
2000,A594,303,632,56886,700,1888,67617
2000,A595,524,2364,189576,2259,16103,235227
2000,A596,150,755,59489,938,5531,75083
2000,A597,76,122,13595,181,698,16376
2000,A598,176,381,23064,668,862,27845
2000,A599,166,111,7975,269,145,9542
2000,A6,6749,12230,1122224,16998,70066,1363459
2000,A60,1463,2965,251427,4351,9671,298150
2000,A600,314,719,43633,616,1926,52903
2000,A6001,199,179,18891,345,763,22721
2000,A6002,170,540,35700,239,1949,44194
2000,A6003,224,667,83093,699,5577,100588
2000,A6004,222,170,15175,142,644,17933
2000,A6005,1581,1197,83214,926,3154,96725
2000,A6006,84,307,34956,210,2909,43484
2000,A6007,210,439,29640,461,1353,35487
2000,A6008,189,341,27471,1336,832,33465
2000,A6009,68,115,12591,259,485,14928
2000,A601,63,255,21318,223,983,25343
2000,A6010,867,434,52389,1424,2519,64548
2000,A6011,147,166,16865,214,729,20237
2000,A6013,90,222,8181,53,307,9703
2000,A6014,54,108,11573,142,481,13434
2000,A6015,126,208,9563,180,800,11881
2000,A6016,8,9,1875,5,163,2280
2000,A6017,382,359,32323,1006,1730,39833
2000,A6018,83,234,15137,207,856,18292
2000,A602,191,1189,119105,958,5000,141619
2000,A6020,3,11,2786,27,281,3456
2000,A6021,34,82,13355,598,279,15457
2000,A6022,42,70,8392,343,240,10055
2000,A6023,136,107,23467,708,1047,28298
2000,A6024,81,228,13023,136,284,15362
2000,A6025,50,94,9226,53,554,11302
2000,A6026,55,118,7878,42,371,9708
2000,A6027,16,71,11187,82,757,13673
2000,A6029,21,23,2454,41,19,2836
2000,A603,1640,918,71865,694,3656,84918
2000,A6030,261,262,20729,380,569,24737
2000,A6032,10,30,3984,69,273,5184
2000,A6033,125,186,20680,162,997,24982
2000,A6034,25,100,10696,76,263,12607
2000,A6035,13,50,6267,105,230,7484
2000,A6036,47,200,26475,321,976,31707
